GEO_ID,Geographic Area Name,Count Total population,Count Total housing units,Count Occupied housing units,Count Vacant housing units,Count Owner-occupied housing units,Percent Total housing units,Percent Occupied housing units,Percent Vacant housing units,Percent!!HOUSING TENURE!!Occupied housing units,Percen Owner-occupied housing units among Occupied housing units,Percent Renter-occupied housing units among Occupied housing units
US19007,"Appanoose County, Iowa",12317,6306,5320,986,3845,100,84.4,15.6,100,72.3,27.7
US19009,"Audubon County, Iowa",5674,2787,2498,289,2013,100,89.6,10.4,100,80.6,19.4
US19011,"Benton County, Iowa",25575,11076,10282,794,8479,100,92.8,7.2,100,82.5,17.5
US19013,"Black Hawk County, Iowa",131144,58559,54223,4336,35391,100,92.6,7.4,100,65.3,34.7
US19015,"Boone County, Iowa",26715,11921,10981,940,8527,100,92.1,7.9,100,77.7,22.3
US19017,"Bremer County, Iowa",24988,10484,9646,838,7774,100,92,8,100,80.6,19.4
US19019,"Buchanan County, Iowa",20565,8886,8198,688,6562,100,92.3,7.7,100,80,20
US19021,"Buena Vista County, Iowa",20823,8141,7447,694,5263,100,91.5,8.5,100,70.7,29.3
US19023,"Butler County, Iowa",14334,6536,5992,544,4968,100,91.7,8.3,100,82.9,17.1
US19025,"Calhoun County, Iowa",9927,4771,4070,701,3220,100,85.3,14.7,100,79.1,20.9
US19027,"Carroll County, Iowa",20760,9490,8764,726,6556,100,92.3,7.7,100,74.8,25.2
US19029,"Cass County, Iowa",13127,6398,5818,580,4213,100,90.9,9.1,100,72.4,27.6
US19031,"Cedar County, Iowa",18505,8190,7594,596,6091,100,92.7,7.3,100,80.2,19.8
US19033,"Cerro Gordo County, Iowa",43127,22603,19224,3379,13382,100,85.1,14.9,100,69.6,30.4
US19035,"Cherokee County, Iowa",11658,5558,5008,550,3855,100,90.1,9.9,100,77,23
US19037,"Chickasaw County, Iowa",12012,5534,5022,512,4007,100,90.7,9.3,100,79.8,20.2
US19039,"Clarke County, Iowa",9748,4268,3871,397,2686,100,90.7,9.3,100,69.4,30.6
US19041,"Clay County, Iowa",16384,8109,7222,887,5189,100,89.1,10.9,100,71.8,28.2
US19043,"Clayton County, Iowa",17043,8758,7315,1443,5648,100,83.5,16.5,100,77.2,22.8
US19045,"Clinton County, Iowa",46460,21517,19483,2034,14345,100,90.5,9.5,100,73.6,26.4
US19047,"Crawford County, Iowa",16525,6855,6255,600,4540,100,91.2,8.8,100,72.6,27.4
US19049,"Dallas County, Iowa",99678,41125,38291,2834,26956,100,93.1,6.9,100,70.4,29.6
US19051,"Davis County, Iowa",9110,3579,3258,321,2568,100,91,9,100,78.8,21.2
US19053,"Decatur County, Iowa",7645,3653,2986,667,2165,100,81.7,18.3,100,72.5,27.5
US19055,"Delaware County, Iowa",17488,8100,7141,959,5725,100,88.2,11.8,100,80.2,19.8
US19057,"Des Moines County, Iowa",38910,18782,16751,2031,11841,100,89.2,10.8,100,70.7,29.3
US19059,"Dickinson County, Iowa",17703,13691,7976,5715,6238,100,58.3,41.7,100,78.2,21.8
US19061,"Dubuque County, Iowa",99266,42630,39891,2739,28369,100,93.6,6.4,100,71.1,28.9
US19063,"Emmet County, Iowa",9388,4475,3972,503,3094,100,88.8,11.2,100,77.9,22.1
US19065,"Fayette County, Iowa",19509,9298,8174,1124,6220,100,87.9,12.1,100,76.1,23.9
US19067,"Floyd County, Iowa",15627,7314,6674,640,4978,100,91.2,8.8,100,74.6,25.4
US19069,"Franklin County, Iowa",10019,4656,4141,515,3090,100,88.9,11.1,100,74.6,25.4
US19071,"Fremont County, Iowa",6605,3110,2720,390,2102,100,87.5,12.5,100,77.3,22.7
US19073,"Greene County, Iowa",8771,4309,3802,507,2905,100,88.2,11.8,100,76.4,23.6
US19075,"Grundy County, Iowa",12329,5465,5069,396,4180,100,92.8,7.2,100,82.5,17.5
US19077,"Guthrie County, Iowa",10623,5773,4529,1244,3661,100,78.5,21.5,100,80.8,19.2
US19079,"Hamilton County, Iowa",15039,7037,6283,754,4545,100,89.3,10.7,100,72.3,27.7
US19081,"Hancock County, Iowa",10795,5113,4585,528,3664,100,89.7,10.3,100,79.9,20.1
US19083,"Hardin County, Iowa",16878,8032,7070,962,5287,100,88,12,100,74.8,25.2
US19085,"Harrison County, Iowa",14582,6665,5951,714,4525,100,89.3,10.7,100,76,24
US19087,"Henry County, Iowa",20482,8398,7746,652,5641,100,92.2,7.8,100,72.8,27.2
US19089,"Howard County, Iowa",9469,4314,3945,369,3076,100,91.4,8.6,100,78,22
US19091,"Humboldt County, Iowa",9597,4571,4073,498,3071,100,89.1,10.9,100,75.4,24.6
US19093,"Ida County, Iowa",7005,3352,2940,412,2191,100,87.7,12.3,100,74.5,25.5
US19095,"Iowa County, Iowa",16662,7341,6811,530,5387,100,92.8,7.2,100,79.1,20.9
US19097,"Jackson County, Iowa",19485,9241,8305,936,6336,100,89.9,10.1,100,76.3,23.7
US19099,"Jasper County, Iowa",37813,16132,14994,1138,11139,100,92.9,7.1,100,74.3,25.7
US19101,"Jefferson County, Iowa",15663,7689,6902,787,4570,100,89.8,10.2,100,66.2,33.8
US19103,"Johnson County, Iowa",152854,65916,61335,4581,34972,100,93.1,6.9,100,57,43
US19105,"Jones County, Iowa",20646,8871,8113,758,6368,100,91.5,8.5,100,78.5,21.5
US19107,"Keokuk County, Iowa",10033,4654,4174,480,3302,100,89.7,10.3,100,79.1,20.9
US19109,"Kossuth County, Iowa",14828,7216,6438,778,5011,100,89.2,10.8,100,77.8,22.2
US19111,"Lee County, Iowa",33555,15858,14036,1822,10497,100,88.5,11.5,100,74.8,25.2
US19113,"Linn County, Iowa",230299,101230,94751,6479,67242,100,93.6,6.4,100,71,29
US19115,"Louisa County, Iowa",10837,4712,4180,532,3312,100,88.7,11.3,100,79.2,20.8
US19117,"Lucas County, Iowa",8634,4058,3608,450,2790,100,88.9,11.1,100,77.3,22.7
US19119,"Lyon County, Iowa",11934,4817,4466,351,3688,100,92.7,7.3,100,82.6,17.4
US19121,"Madison County, Iowa",16548,6913,6436,477,5149,100,93.1,6.9,100,80,20
US19123,"Mahaska County, Iowa",22190,9680,8799,881,6284,100,90.9,9.1,100,71.4,28.6
US19125,"Marion County, Iowa",33414,14073,13145,928,9802,100,93.4,6.6,100,74.6,25.4
US19127,"Marshall County, Iowa",40105,16745,15358,1387,11106,100,91.7,8.3,100,72.3,27.7
US19129,"Mills County, Iowa",14484,6110,5512,598,4445,100,90.2,9.8,100,80.6,19.4
US19131,"Mitchell County, Iowa",10565,4847,4382,465,3487,100,90.4,9.6,100,79.6,20.4
US19133,"Monona County, Iowa",8751,4373,3839,534,2844,100,87.8,12.2,100,74.1,25.9
US19135,"Monroe County, Iowa",7577,3636,3116,520,2377,100,85.7,14.3,100,76.3,23.7
US19137,"Montgomery County, Iowa",10330,5007,4456,551,3198,100,89,11,100,71.8,28.2
US19139,"Muscatine County, Iowa",43235,18366,16908,1458,12223,100,92.1,7.9,100,72.3,27.7
US19141,"O'Brien County, Iowa",14182,6524,5861,663,4333,100,89.8,10.2,100,73.9,26.1
US19143,"Osceola County, Iowa",6192,2878,2599,279,2004,100,90.3,9.7,100,77.1,22.9
US19145,"Page County, Iowa",15211,6983,6212,771,4298,100,89,11,100,69.2,30.8
US19147,"Palo Alto County, Iowa",8996,4516,3831,685,2892,100,84.8,15.2,100,75.5,24.5
US19149,"Plymouth County, Iowa",25698,10818,10171,647,7829,100,94,6,100,77,23
US19151,"Pocahontas County, Iowa",7078,3666,3090,576,2421,100,84.3,15.7,100,78.3,21.7
US19153,"Polk County, Iowa",492401,210184,196891,13293,129295,100,93.7,6.3,100,65.7,34.3
US19155,"Pottawattamie County, Iowa",93667,39852,37284,2568,25222,100,93.6,6.4,100,67.6,32.4
US19157,"Poweshiek County, Iowa",18662,8906,7536,1370,5401,100,84.6,15.4,100,71.7,28.3
US19159,"Ringgold County, Iowa",4663,2672,1945,727,1501,100,72.8,27.2,100,77.2,22.8
US19161,"Sac County, Iowa",9814,5118,4273,845,3392,100,83.5,16.5,100,79.4,20.6
US19163,"Scott County, Iowa",174669,77771,71628,6143,48111,100,92.1,7.9,100,67.2,32.8
US19165,"Shelby County, Iowa",11746,5421,4981,440,3846,100,91.9,8.1,100,77.2,22.8
US19167,"Sioux County, Iowa",35872,13000,12202,798,9715,100,93.9,6.1,100,79.6,20.4
US19169,"Story County, Iowa",98537,41361,38273,3088,20353,100,92.5,7.5,100,53.2,46.8
US19171,"Tama County, Iowa",17135,7575,6784,791,5208,100,89.6,10.4,100,76.8,23.2
US19173,"Taylor County, Iowa",5896,2885,2506,379,1940,100,86.9,13.1,100,77.4,22.6
US19175,"Union County, Iowa",12138,5784,5169,615,3605,100,89.4,10.6,100,69.7,30.3
US19177,"Van Buren County, Iowa",7203,3500,2984,516,2395,100,85.3,14.7,100,80.3,19.7
US19179,"Wapello County, Iowa",35437,15734,14167,1567,9879,100,90,10,100,69.7,30.3
US19181,"Warren County, Iowa",52403,20857,19616,1241,15730,100,94,6,100,80.2,19.8
US19183,"Washington County, Iowa",22565,9573,8916,657,6732,100,93.1,6.9,100,75.5,24.5
US19185,"Wayne County, Iowa",6497,3025,2585,440,2030,100,85.5,14.5,100,78.5,21.5
US19187,"Webster County, Iowa",36999,16937,15046,1891,10529,100,88.8,11.2,100,70,30
US19189,"Winnebago County, Iowa",10679,5077,4512,565,3338,100,88.9,11.1,100,74,26
US19191,"Winneshiek County, Iowa",20070,8916,8170,746,6201,100,91.6,8.4,100,75.9,24.1
US19193,"Woodbury County, Iowa",105941,42701,39904,2797,25892,100,93.4,6.6,100,64.9,35.1
US19195,"Worth County, Iowa",7443,3480,3127,353,2513,100,89.9,10.1,100,80.4,19.6
US19197,"Wright County, Iowa",12943,6260,5404,856,3857,100,86.3,13.7,100,71.4,28.6
US20001,"Allen County, Kansas",12526,6054,5273,781,3672,100,87.1,12.9,100,69.6,30.4
US20003,"Anderson County, Kansas",7836,3556,3108,448,2389,100,87.4,12.6,100,76.9,23.1
US20005,"Atchison County, Kansas",16348,6814,6109,705,4075,100,89.7,10.3,100,66.7,33.3
US20007,"Barber County, Kansas",4228,2574,1916,658,1460,100,74.4,25.6,100,76.2,23.8
US20009,"Barton County, Kansas",25493,12370,10640,1730,7291,100,86,14,100,68.5,31.5
US20011,"Bourbon County, Kansas",14360,6770,5666,1104,3930,100,83.7,16.3,100,69.4,30.6
US20013,"Brown County, Kansas",9508,4482,3841,641,2716,100,85.7,14.3,100,70.7,29.3
US20015,"Butler County, Kansas",67380,26901,24660,2241,18342,100,91.7,8.3,100,74.4,25.6
US20017,"Chase County, Kansas",2572,1397,1056,341,809,100,75.6,24.4,100,76.6,23.4
US20019,"Chautauqua County, Kansas",3379,1976,1401,575,1105,100,70.9,29.1,100,78.9,21.1
US20021,"Cherokee County, Kansas",19362,9113,7853,1260,5786,100,86.2,13.8,100,73.7,26.3
US20023,"Cheyenne County, Kansas",2616,1464,1181,283,884,100,80.7,19.3,100,74.9,25.1
US20025,"Clark County, Kansas",1991,1042,836,206,605,100,80.2,19.8,100,72.4,27.6
US20027,"Clay County, Kansas",8117,3933,3388,545,2557,100,86.1,13.9,100,75.5,24.5
US20029,"Cloud County, Kansas",9032,4503,3665,838,2649,100,81.4,18.6,100,72.3,27.7
US20031,"Coffey County, Kansas",8360,3959,3477,482,2658,100,87.8,12.2,100,76.4,23.6
US20033,"Comanche County, Kansas",1689,938,747,191,587,100,79.6,20.4,100,78.6,21.4
US20035,"Cowley County, Kansas",34549,15558,13322,2236,8830,100,85.6,14.4,100,66.3,33.7
US20037,"Crawford County, Kansas",38972,17997,15668,2329,9156,100,87.1,12.9,100,58.4,41.6
US20039,"Decatur County, Kansas",2764,1640,1295,345,998,100,79,21,100,77.1,22.9
US20041,"Dickinson County, Kansas",18402,8778,7644,1134,5561,100,87.1,12.9,100,72.7,27.3
US20043,"Doniphan County, Kansas",7510,3364,2942,422,2191,100,87.5,12.5,100,74.5,25.5
US20045,"Douglas County, Kansas",118785,52846,48553,4293,24273,100,91.9,8.1,100,50,50
US20047,"Edwards County, Kansas",2907,1550,1257,293,950,100,81.1,18.9,100,75.6,24.4
US20049,"Elk County, Kansas",2483,1491,1094,397,889,100,73.4,26.6,100,81.3,18.7
US20051,"Ellis County, Kansas",28934,13166,11853,1313,7346,100,90,10,100,62,38
US20053,"Ellsworth County, Kansas",6376,3080,2352,728,1797,100,76.4,23.6,100,76.4,23.6
US20055,"Finney County, Kansas",38470,14185,13064,1121,8299,100,92.1,7.9,100,63.5,36.5
US20057,"Ford County, Kansas",34287,12550,11376,1174,7057,100,90.6,9.4,100,62,38
US20059,"Franklin County, Kansas",25996,11149,10233,916,7128,100,91.8,8.2,100,69.7,30.3
US20061,"Geary County, Kansas",36739,15928,13488,2440,5777,100,84.7,15.3,100,42.8,57.2
US20063,"Gove County, Kansas",2718,1319,1120,199,851,100,84.9,15.1,100,76,24
US20065,"Graham County, Kansas",2415,1422,1103,319,824,100,77.6,22.4,100,74.7,25.3
US20067,"Grant County, Kansas",7352,2930,2621,309,1890,100,89.5,10.5,100,72.1,27.9
US20069,"Gray County, Kansas",5653,2327,2092,235,1562,100,89.9,10.1,100,74.7,25.3
US20071,"Greeley County, Kansas",1284,638,531,107,387,100,83.2,16.8,100,72.9,27.1
US20073,"Greenwood County, Kansas",6016,3666,2687,979,2023,100,73.3,26.7,100,75.3,24.7
US20075,"Hamilton County, Kansas",2518,1106,933,173,647,100,84.4,15.6,100,69.3,30.7
US20077,"Harper County, Kansas",5485,3027,2347,680,1665,100,77.5,22.5,100,70.9,29.1
US20079,"Harvey County, Kansas",34024,14569,13363,1206,9294,100,91.7,8.3,100,69.6,30.4
US20081,"Haskell County, Kansas",3780,1545,1345,200,980,100,87.1,12.9,100,72.9,27.1
US20083,"Hodgeman County, Kansas",1723,842,724,118,552,100,86,14,100,76.2,23.8
US20085,"Jackson County, Kansas",13232,5583,5036,547,3914,100,90.2,9.8,100,77.7,22.3
US20087,"Jefferson County, Kansas",18368,7911,7209,702,5991,100,91.1,8.9,100,83.1,16.9
US20089,"Jewell County, Kansas",2932,1763,1346,417,1075,100,76.3,23.7,100,79.9,20.1
US20091,"Johnson County, Kansas",609863,251681,239492,12189,161322,100,95.2,4.8,100,67.4,32.6
US20093,"Kearny County, Kansas",3983,1581,1427,154,1032,100,90.3,9.7,100,72.3,27.7
US20095,"Kingman County, Kansas",7470,3647,3155,492,2347,100,86.5,13.5,100,74.4,25.6
US20097,"Kiowa County, Kansas",2460,1153,965,188,672,100,83.7,16.3,100,69.6,30.4
US20099,"Labette County, Kansas",20184,9524,8222,1302,5681,100,86.3,13.7,100,69.1,30.9
US20101,"Lane County, Kansas",1574,895,736,159,558,100,82.2,17.8,100,75.8,24.2
US20103,"Leavenworth County, Kansas",81881,31219,28916,2303,19332,100,92.6,7.4,100,66.9,33.1
US20105,"Lincoln County, Kansas",2939,1672,1291,381,1019,100,77.2,22.8,100,78.9,21.1
US20107,"Linn County, Kansas",9591,5065,3982,1083,3170,100,78.6,21.4,100,79.6,20.4
US20109,"Logan County, Kansas",2762,1369,1181,188,823,100,86.3,13.7,100,69.7,30.3
US20111,"Lyon County, Kansas",32179,14957,13183,1774,8076,100,88.1,11.9,100,61.3,38.7
US20113,"McPherson County, Kansas",30223,13019,11897,1122,8618,100,91.4,8.6,100,72.4,27.6
US20115,"Marion County, Kansas",11823,5671,4786,885,3764,100,84.4,15.6,100,78.6,21.4
US20117,"Marshall County, Kansas",10038,4762,4195,567,3247,100,88.1,11.9,100,77.4,22.6
US20119,"Meade County, Kansas",4055,1900,1584,316,1136,100,83.4,16.6,100,71.7,28.3
US20121,"Miami County, Kansas",34191,13865,12926,939,9967,100,93.2,6.8,100,77.1,22.9
US20123,"Mitchell County, Kansas",5796,3124,2543,581,1879,100,81.4,18.6,100,73.9,26.1
US20125,"Montgomery County, Kansas",31486,15569,12968,2601,9060,100,83.3,16.7,100,69.9,30.1
US20127,"Morris County, Kansas",5386,2996,2294,702,1757,100,76.6,23.4,100,76.6,23.4
US20129,"Morton County, Kansas",2701,1316,1053,263,741,100,80,20,100,70.4,29.6
US20131,"Nemaha County, Kansas",10273,4490,4040,450,3145,100,90,10,100,77.8,22.2
US20133,"Neosho County, Kansas",15904,7211,6300,911,4480,100,87.4,12.6,100,71.1,28.9
US20135,"Ness County, Kansas",2687,1548,1216,332,995,100,78.6,21.4,100,81.8,18.2
US20137,"Norton County, Kansas",5459,2461,1991,470,1436,100,80.9,19.1,100,72.1,27.9
US20139,"Osage County, Kansas",15766,7233,6480,753,5020,100,89.6,10.4,100,77.5,22.5
US20141,"Osborne County, Kansas",3500,2044,1563,481,1202,100,76.5,23.5,100,76.9,23.1
US20143,"Ottawa County, Kansas",5735,2681,2318,363,1885,100,86.5,13.5,100,81.3,18.7
US20145,"Pawnee County, Kansas",6253,3055,2455,600,1702,100,80.4,19.6,100,69.3,30.7
US20147,"Phillips County, Kansas",4981,2794,2200,594,1696,100,78.7,21.3,100,77.1,22.9
US20149,"Pottawatomie County, Kansas",25348,9866,9050,816,7122,100,91.7,8.3,100,78.7,21.3
US20151,"Pratt County, Kansas",9157,4388,3677,711,2666,100,83.8,16.2,100,72.5,27.5
US20153,"Rawlins County, Kansas",2561,1364,1129,235,812,100,82.8,17.2,100,71.9,28.1
US20155,"Reno County, Kansas",61898,28289,25189,3100,17116,100,89,11,100,68,32
US20157,"Republic County, Kansas",4674,2676,2132,544,1656,100,79.7,20.3,100,77.7,22.3
US20159,"Rice County, Kansas",9427,4377,3744,633,2815,100,85.5,14.5,100,75.2,24.8
US20161,"Riley County, Kansas",71959,30477,26711,3766,11363,100,87.6,12.4,100,42.5,57.5
US20163,"Rooks County, Kansas",4919,2638,2109,529,1597,100,79.9,20.1,100,75.7,24.3
US20165,"Rush County, Kansas",2956,1663,1322,341,1063,100,79.5,20.5,100,80.4,19.6
US20167,"Russell County, Kansas",6691,3675,2956,719,2146,100,80.4,19.6,100,72.6,27.4
US20169,"Saline County, Kansas",54303,24076,22250,1826,14394,100,92.4,7.6,100,64.7,35.3
US20171,"Scott County, Kansas",5151,2260,2013,247,1406,100,89.1,10.9,100,69.8,30.2
US20173,"Sedgwick County, Kansas",523824,223640,205247,18393,126394,100,91.8,8.2,100,61.6,38.4
US20175,"Seward County, Kansas",21964,8268,7359,909,4608,100,89,11,100,62.6,37.4
US20177,"Shawnee County, Kansas",178909,80512,73453,7059,46415,100,91.2,8.8,100,63.2,36.8
US20179,"Sheridan County, Kansas",2447,1152,1020,132,741,100,88.5,11.5,100,72.6,27.4
US20181,"Sherman County, Kansas",5927,2934,2447,487,1680,100,83.4,16.6,100,68.7,31.3
US20183,"Smith County, Kansas",3570,2026,1627,399,1316,100,80.3,19.7,100,80.9,19.1
US20185,"Stafford County, Kansas",4072,2088,1739,349,1397,100,83.3,16.7,100,80.3,19.7
US20187,"Stanton County, Kansas",2084,931,783,148,554,100,84.1,15.9,100,70.8,29.2
US20189,"Stevens County, Kansas",5250,2240,1905,335,1369,100,85,15,100,71.9,28.1
US20191,"Sumner County, Kansas",22382,10324,9028,1296,6658,100,87.4,12.6,100,73.7,26.3
US20193,"Thomas County, Kansas",7930,3573,3162,411,2175,100,88.5,11.5,100,68.8,31.2
US20195,"Trego County, Kansas",2808,1611,1283,328,1005,100,79.6,20.4,100,78.3,21.7
US20197,"Wabaunsee County, Kansas",6877,3110,2659,451,2242,100,85.5,14.5,100,84.3,15.7
US20199,"Wallace County, Kansas",1512,740,608,132,461,100,82.2,17.8,100,75.8,24.2
US20201,"Washington County, Kansas",5530,2726,2312,414,1840,100,84.8,15.2,100,79.6,20.4
US20203,"Wichita County, Kansas",2152,999,846,153,631,100,84.7,15.3,100,74.6,25.4
US20205,"Wilson County, Kansas",8624,4485,3636,849,2648,100,81.1,18.9,100,72.8,27.2
US20207,"Woodson County, Kansas",3115,1828,1355,473,1075,100,74.1,25.9,100,79.3,20.7
US20209,"Wyandotte County, Kansas",169245,68475,61835,6640,35394,100,90.3,9.7,100,57.2,42.8
US21001,"Adair County, Kentucky",18903,8600,7364,1236,5337,100,85.6,14.4,100,72.5,27.5
US21003,"Allen County, Kentucky",20588,9208,8009,1199,5862,100,87,13,100,73.2,26.8
US21005,"Anderson County, Kentucky",23852,10044,9369,675,7043,100,93.3,6.7,100,75.2,24.8
US21007,"Ballard County, Kentucky",7728,3684,3228,456,2517,100,87.6,12.4,100,78,22
US21009,"Barren County, Kentucky",44485,19794,17718,2076,11577,100,89.5,10.5,100,65.3,34.7
US21011,"Bath County, Kentucky",12750,5445,4878,567,3543,100,89.6,10.4,100,72.6,27.4
US21013,"Bell County, Kentucky",24097,11517,9928,1589,6194,100,86.2,13.8,100,62.4,37.6
US21015,"Boone County, Kentucky",135968,51468,49180,2288,35892,100,95.6,4.4,100,73,27
US21017,"Bourbon County, Kentucky",20252,9112,8220,892,5072,100,90.2,9.8,100,61.7,38.3
US21019,"Boyd County, Kentucky",48261,21742,19296,2446,12919,100,88.7,11.3,100,67,33
US21021,"Boyle County, Kentucky",30614,12929,11746,1183,7604,100,90.9,9.1,100,64.7,35.3
US21023,"Bracken County, Kentucky",8400,3839,3329,510,2498,100,86.7,13.3,100,75,25
US21025,"Breathitt County, Kentucky",13718,6551,5716,835,4276,100,87.3,12.7,100,74.8,25.2
US21027,"Breckinridge County, Kentucky",20432,10704,8003,2701,6186,100,74.8,25.2,100,77.3,22.7
US21029,"Bullitt County, Kentucky",82217,32704,31409,1295,25312,100,96,4,100,80.6,19.4
US21031,"Butler County, Kentucky",12371,5416,4910,506,3523,100,90.7,9.3,100,71.8,28.2
US21033,"Caldwell County, Kentucky",12649,6082,5277,805,3921,100,86.8,13.2,100,74.3,25.7
US21035,"Calloway County, Kentucky",37103,17874,15108,2766,9695,100,84.5,15.5,100,64.2,35.8
US21037,"Campbell County, Kentucky",93076,41405,38466,2939,25974,100,92.9,7.1,100,67.5,32.5
US21039,"Carlisle County, Kentucky",4826,2293,2003,290,1578,100,87.4,12.6,100,78.8,21.2
US21041,"Carroll County, Kentucky",10810,4658,4090,568,2503,100,87.8,12.2,100,61.2,38.8
US21043,"Carter County, Kentucky",26627,12206,10664,1542,8075,100,87.4,12.6,100,75.7,24.3
US21045,"Casey County, Kentucky",15941,7366,6270,1096,4777,100,85.1,14.9,100,76.2,23.8
US21047,"Christian County, Kentucky",72748,29206,26435,2771,13185,100,90.5,9.5,100,49.9,50.1
US21049,"Clark County, Kentucky",36972,16116,14917,1199,9788,100,92.6,7.4,100,65.6,34.4
US21051,"Clay County, Kentucky",20345,8581,7593,988,5383,100,88.5,11.5,100,70.9,29.1
US21053,"Clinton County, Kentucky",9253,4841,3942,899,2771,100,81.4,18.6,100,70.3,29.7
US21055,"Crittenden County, Kentucky",8990,4331,3604,727,2701,100,83.2,16.8,100,74.9,25.1
US21057,"Cumberland County, Kentucky",5888,3379,2585,794,1920,100,76.5,23.5,100,74.3,25.7
US21059,"Daviess County, Kentucky",103312,43863,41105,2758,27550,100,93.7,6.3,100,67,33
US21061,"Edmonson County, Kentucky",12126,6358,4885,1473,3852,100,76.8,23.2,100,78.9,21.1
US21063,"Elliott County, Kentucky",7354,3022,2511,511,1916,100,83.1,16.9,100,76.3,23.7
US21065,"Estill County, Kentucky",14163,6827,5875,952,4157,100,86.1,13.9,100,70.8,29.2
US21067,"Fayette County, Kentucky",322570,146142,134535,11607,70740,100,92.1,7.9,100,52.6,47.4
US21069,"Fleming County, Kentucky",15082,6732,5936,796,4491,100,88.2,11.8,100,75.7,24.3
US21071,"Floyd County, Kentucky",35942,17333,14946,2387,10570,100,86.2,13.8,100,70.7,29.3
US21073,"Franklin County, Kentucky",51541,24000,21838,2162,13649,100,91,9,100,62.5,37.5
US21075,"Fulton County, Kentucky",6515,3177,2725,452,1618,100,85.8,14.2,100,59.4,40.6
US21077,"Gallatin County, Kentucky",8690,3685,3202,483,2307,100,86.9,13.1,100,72,28
US21079,"Garrard County, Kentucky",16953,7254,6584,670,5059,100,90.8,9.2,100,76.8,23.2
US21081,"Grant County, Kentucky",24941,10050,8995,1055,6351,100,89.5,10.5,100,70.6,29.4
US21083,"Graves County, Kentucky",36649,16472,14742,1730,10603,100,89.5,10.5,100,71.9,28.1
US21085,"Grayson County, Kentucky",26420,13275,10440,2835,7602,100,78.6,21.4,100,72.8,27.2
US21087,"Green County, Kentucky",11107,5270,4606,664,3429,100,87.4,12.6,100,74.4,25.6
US21089,"Greenup County, Kentucky",35962,16235,14430,1805,11051,100,88.9,11.1,100,76.6,23.4
US21091,"Hancock County, Kentucky",9095,3894,3531,363,2733,100,90.7,9.3,100,77.4,22.6
US21093,"Hardin County, Kentucky",110702,46669,42933,3736,26775,100,92,8,100,62.4,37.6
US21095,"Harlan County, Kentucky",26831,12962,11249,1713,7586,100,86.8,13.2,100,67.4,32.6
US21097,"Harrison County, Kentucky",18692,8063,7371,692,5046,100,91.4,8.6,100,68.5,31.5
US21099,"Hart County, Kentucky",19288,8816,7418,1398,5460,100,84.1,15.9,100,73.6,26.4
US21101,"Henderson County, Kentucky",44793,20047,18345,1702,11563,100,91.5,8.5,100,63,37
US21103,"Henry County, Kentucky",15678,6600,6099,501,4491,100,92.4,7.6,100,73.6,26.4
US21105,"Hickman County, Kentucky",4521,2150,1916,234,1467,100,89.1,10.9,100,76.6,23.4
US21107,"Hopkins County, Kentucky",45423,20888,18595,2293,13009,100,89,11,100,70,30
US21109,"Jackson County, Kentucky",12955,5954,5244,710,4003,100,88.1,11.9,100,76.3,23.7
US21111,"Jefferson County, Kentucky",782969,356887,328169,28718,198356,100,92,8,100,60.4,39.6
US21113,"Jessamine County, Kentucky",52991,20626,19438,1188,12859,100,94.2,5.8,100,66.2,33.8
US21115,"Johnson County, Kentucky",22680,10493,9236,1257,6586,100,88,12,100,71.3,28.7
US21117,"Kenton County, Kentucky",169064,72585,67612,4973,44762,100,93.1,6.9,100,66.2,33.8
US21119,"Knott County, Kentucky",14251,6639,5749,890,4401,100,86.6,13.4,100,76.6,23.4
US21121,"Knox County, Kentucky",30193,13723,12047,1676,7805,100,87.8,12.2,100,64.8,35.2
US21123,"Larue County, Kentucky",14867,6474,5879,595,4322,100,90.8,9.2,100,73.5,26.5
US21125,"Laurel County, Kentucky",62613,26533,24262,2271,16860,100,91.4,8.6,100,69.5,30.5
US21127,"Lawrence County, Kentucky",16293,7524,6429,1095,4746,100,85.4,14.6,100,73.8,26.2
US21129,"Lee County, Kentucky",7395,3211,2714,497,1966,100,84.5,15.5,100,72.4,27.6
US21131,"Leslie County, Kentucky",10513,4872,4241,631,3424,100,87,13,100,80.7,19.3
US21133,"Letcher County, Kentucky",21548,10520,9047,1473,6803,100,86,14,100,75.2,24.8
US21135,"Lewis County, Kentucky",13080,6023,5239,784,4030,100,87,13,100,76.9,23.1
US21137,"Lincoln County, Kentucky",24275,10777,9711,1066,7276,100,90.1,9.9,100,74.9,25.1
US21139,"Livingston County, Kentucky",8888,4589,3789,800,3076,100,82.6,17.4,100,81.2,18.8
US21141,"Logan County, Kentucky",27432,12461,11000,1461,7659,100,88.3,11.7,100,69.6,30.4
US21143,"Lyon County, Kentucky",8680,4780,3327,1453,2652,100,69.6,30.4,100,79.7,20.3
US21145,"McCracken County, Kentucky",67875,32040,28932,3108,18411,100,90.3,9.7,100,63.6,36.4
US21147,"McCreary County, Kentucky",16888,6892,6058,834,4351,100,87.9,12.1,100,71.8,28.2
US21149,"McLean County, Kentucky",9152,4161,3737,424,2910,100,89.8,10.2,100,77.9,22.1
US21151,"Madison County, Kentucky",92701,39319,36148,3171,21493,100,91.9,8.1,100,59.5,40.5
US21153,"Magoffin County, Kentucky",11637,5402,4802,600,3733,100,88.9,11.1,100,77.7,22.3
