GISJOIN,GEOID,STATE,COUNTY,Persons_1970,Persons_1980,Persons_1990,Persons_2000,Persons_2010,Persons_2020,Households_1970,Households_1980,Households_1990,Households_2000,Households_2010,Households_2020
G1800270,US18027,Indiana,Daviess County,26602,27836,27533,29820,31648,33381,8549,9878,10012,10894,11329,11737
G1800290,US18029,Indiana,Dearborn County,29430,34291,38835,46109,50047,50679,9025,11486,13642,16832,18743,19562
G1800310,US18031,Indiana,Decatur County,22738,23841,23645,24555,25740,26472,7014,8069,8427,9389,9977,10472
G1800330,US18033,Indiana,DeKalb County,30837,33606,35324,40285,42223,43265,9466,11437,12725,15134,15951,16868
G1800350,US18035,Indiana,Delaware County,129219,128587,119659,118769,117671,111903,39430,44670,45177,47131,46516,45453
G1800370,US18037,Indiana,Dubois County,30934,34238,36616,39674,41889,43637,8592,11201,13023,14813,16133,17412
G1800390,US18039,Indiana,Elkhart County,126529,137330,156198,182791,197559,207047,39319,48148,56713,66154,70244,74631
G1800410,US18041,Indiana,Fayette County,26216,28272,26015,25588,24277,23398,8308,9960,9945,10199,9719,9720
G1800430,US18043,Indiana,Floyd County,55622,61169,64404,70823,74578,80484,17571,21459,24085,27511,29479,32204
G1800450,US18045,Indiana,Fountain County,18257,19033,17808,17954,17240,16479,6046,6972,6858,7041,6935,6880
G1800470,US18047,Indiana,Franklin County,16943,19612,19580,22151,23087,22785,4886,6137,6636,7868,8579,8693
G1800490,US18049,Indiana,Fulton County,16984,19335,18840,20511,20836,20480,5730,7203,7345,8082,8237,8209
G1800510,US18051,Indiana,Gibson County,30444,33156,31913,32500,33503,33011,10099,12180,12299,12847,13255,13271
G1800530,US18053,Indiana,Grant County,83955,80934,74169,73403,70061,66674,25417,27943,27701,28319,27245,26487
G1800550,US18055,Indiana,Greene County,26894,30416,30410,33157,33165,30803,9497,11519,11910,13372,13487,12754
G1800570,US18057,Indiana,Hamilton County,54532,82027,108936,182740,274569,347467,16453,27263,38834,65933,99835,128475
G1800590,US18059,Indiana,Hancock County,35096,43939,45527,55391,70002,79840,10792,14472,15959,20718,26304,30837
G1800610,US18061,Indiana,Harrison County,20423,27276,29890,34325,39364,39654,6208,9085,10618,12917,15192,15541
G1800630,US18063,Indiana,Hendricks County,53974,69804,75717,104093,145448,174788,16104,22683,26109,37275,52368,64109
G1800650,US18065,Indiana,Henry County,52603,53336,48139,48508,49462,48914,16612,18796,18642,19486,19077,18954
G1800670,US18067,Indiana,Howard County,83198,86896,80827,84964,82752,83658,26181,31050,31523,34800,34301,35711
G1800690,US18069,Indiana,Huntington County,34970,35596,35427,38075,37124,36662,11069,12363,12830,14242,14218,14765
G1800710,US18071,Indiana,Jackson County,33187,36523,37730,41335,42376,46428,10583,12955,14032,16052,16501,17809
G1800730,US18073,Indiana,Jasper County,20429,26138,24960,30043,33478,32918,5832,8288,8527,10686,12232,12728
G1800750,US18075,Indiana,Jay County,23575,23239,21512,21806,21253,20478,7832,8359,8161,8405,8133,7902
G1800770,US18077,Indiana,Jefferson County,27006,30419,29797,31705,32428,33147,7890,10288,10897,12148,12635,12992
G1800790,US18079,Indiana,Jennings County,19454,22854,23661,27554,28525,27613,5404,7312,8351,10134,10680,10582
G1800810,US18081,Indiana,Johnson County,61138,77240,88109,115209,139654,161765,17373,25345,31354,42434,52242,60259
G1800830,US18083,Indiana,Knox County,41546,41838,39884,39256,38440,36282,13692,15481,15145,15552,15249,14783
G1800850,US18085,Indiana,Kosciusko County,48127,59555,65294,74057,77358,80240,15389,20863,23449,27283,29197,31196
G1800870,US18087,Indiana,LaGrange County,20890,25550,29477,34909,37128,40446,5828,7771,9209,11225,11598,12676
G1800890,US18089,Indiana,Lake County,546253,522965,475594,484564,496005,498700,160024,175098,170748,181633,188157,195090
G1800910,US18091,Indiana,LaPorte County,105342,108632,107066,110106,111467,112417,31697,37405,38488,41050,42331,43799
G1800930,US18093,Indiana,Lawrence County,38038,42472,42836,45922,46134,45011,12576,15525,16235,18535,18811,18542
G1800950,US18095,Indiana,Madison County,138451,139336,130669,133358,131636,130129,44190,49985,49804,53052,51927,52511
G1800970,US18097,Indiana,Marion County,792299,765233,797159,860454,903393,977203,251522,285092,319471,352164,366176,398062
G1800990,US18099,Indiana,Marshall County,34986,39155,42182,45128,47051,46095,11014,13640,15146,16519,17406,17480
G1801010,US18101,Indiana,Martin County,10969,11001,10369,10369,10334,9812,3294,3793,3836,4183,4216,4060
G1801030,US18103,Indiana,Miami County,39246,39820,36897,36082,36903,35962,11959,13685,13484,13716,13456,13348
G1801050,US18105,Indiana,Monroe County,84849,98785,108978,120563,137974,139718,25045,33952,39351,46898,54864,58268
G1801070,US18107,Indiana,Montgomery County,33930,35501,34436,37629,38124,37936,11044,12967,13235,14595,14979,15210
G1801090,US18109,Indiana,Morgan County,44176,51999,55920,66689,68894,71780,12900,17160,19600,24437,25765,27720
G1801110,US18111,Indiana,Newton County,11606,14844,13551,14566,14244,13830,3745,5059,4839,5340,5503,5537
G1801130,US18113,Indiana,Noble County,31382,35443,37877,46275,47536,47457,9696,12065,13418,16696,17355,17981
G1801150,US18115,Indiana,Ohio County,4289,5114,5315,5623,6128,5940,1378,1819,1980,2201,2477,2476
G1801170,US18117,Indiana,Orange County,16968,18677,18409,19306,19840,19867,5536,6717,6950,7621,7872,7982
G1801190,US18119,Indiana,Owen County,12163,15841,17281,21786,21575,21321,3985,5631,6394,8282,8486,8645
G1801210,US18121,Indiana,Parke County,14600,16372,15410,17241,17339,16156,4937,5954,5845,6415,6222,6052
G1801230,US18123,Indiana,Perry County,19075,19346,19107,18899,19338,19170,5755,6760,6845,7270,7476,7559
G1801250,US18125,Indiana,Pike County,12281,13465,12509,12837,12845,12250,4298,5049,4925,5119,5186,4972
G1801270,US18127,Indiana,Porter County,87114,119816,128932,146798,164343,173215,24625,39146,45159,54649,61998,67361
G1801290,US18129,Indiana,Posey County,21740,26414,25968,27061,25910,25222,6742,9075,9508,10205,10171,10133
G1801310,US18131,Indiana,Pulaski County,12534,13258,12643,13755,13402,12514,3980,4689,4722,5170,5282,5100
G1801330,US18133,Indiana,Putnam County,26932,29163,30315,36019,37963,36726,7859,9404,9996,12374,12917,13404
G1801350,US18135,Indiana,Randolph County,28915,29997,27148,27401,26171,24502,9645,10709,10451,10937,10451,10193
G1801370,US18137,Indiana,Ripley County,21138,24398,24616,26523,28818,28995,6454,8202,8778,9842,10789,11374
G1801390,US18139,Indiana,Rush County,20352,19604,18129,18261,17392,16752,6253,6641,6504,6923,6767,6712
G1801410,US18141,Indiana,St. Joseph County,245045,241617,247052,265559,266931,272912,75666,86204,92365,100743,103069,107307
G1801430,US18143,Indiana,Scott County,17144,20422,20991,22960,24181,24384,5132,6728,7593,8832,9397,9717
G1801450,US18145,Indiana,Shelby County,37797,39887,40307,43445,44436,45055,11874,13823,14761,16561,17302,17943
G1801470,US18147,Indiana,Spencer County,17134,19361,19490,20391,20952,19810,5057,6417,6962,7569,8082,7882
G1801490,US18149,Indiana,Starke County,19280,21997,22747,23556,23363,23371,5890,7459,8141,8740,9038,9287
G1801510,US18151,Indiana,Steuben County,20159,24694,27446,33214,34185,34435,6455,8754,10194,12738,13310,13766
G1801530,US18153,Indiana,Sullivan County,19889,21107,18993,21751,21475,20817,7000,7948,7364,7819,7823,7727
G1801550,US18155,Indiana,Switzerland County,6306,7153,7738,9065,10613,9737,2130,2547,2839,3435,4034,3788
G1801570,US18157,Indiana,Tippecanoe County,109378,121702,130598,148955,172780,186251,32320,40681,45618,55226,65532,71651
G1801590,US18159,Indiana,Tipton County,16650,16819,16119,16577,15936,15359,5350,5993,6026,6469,6376,6244
G1801610,US18161,Indiana,Union County,6582,6860,6976,7349,7516,7087,2098,2410,2576,2793,2938,2923
G1801630,US18163,Indiana,Vanderburgh County,168772,167515,165058,171922,179703,180136,54771,64030,66780,70623,74454,76084
G1801650,US18165,Indiana,Vermillion County,16793,18229,16773,16788,16212,15439,6014,6924,6638,6762,6619,6504
G1801670,US18167,Indiana,Vigo County,114528,112385,106107,105848,107848,106153,36615,40278,39804,40998,41361,41849
G1801690,US18169,Indiana,Wabash County,35553,36640,35069,34960,32888,30976,10856,12586,12630,13215,12777,12721
G1801710,US18171,Indiana,Warren County,8705,8976,8176,8419,8508,8440,2762,3091,3015,3219,3337,3333
G1801730,US18173,Indiana,Warrick County,27972,41474,44920,52383,59689,63898,8584,13735,15817,19438,22505,24618
G1801750,US18175,Indiana,Washington County,19278,21932,23717,27223,28262,28182,6069,7556,8664,10264,10850,11031
G1801770,US18177,Indiana,Wayne County,79109,76058,71951,71097,68917,66553,25243,27430,27587,28469,27551,27409
G1801790,US18179,Indiana,Wells County,23821,25401,25948,27600,27636,28180,7529,8848,9438,10402,10780,11134
G1801810,US18181,Indiana,White County,20995,23867,23265,25267,24643,24688,6872,8798,8926,9727,9741,9936
G1801830,US18183,Indiana,Whitley County,23395,26215,27651,30707,33292,34191,7299,9065,10010,11711,13001,13857
G1900010,US19001,Iowa,Adair County,9487,9509,8409,8243,7682,7496,3301,3615,3419,3398,3292,3217
G1900030,US19003,Iowa,Adams County,6322,5731,4866,4482,4029,3704,2184,2216,2005,1867,1715,1614
G1900050,US19005,Iowa,Allamakee County,14968,15108,13855,14675,14330,14061,4542,5215,5268,5722,5845,5797
G1900070,US19007,Iowa,Appanoose County,15007,15511,13743,13721,12887,12317,5355,6011,5609,5779,5627,5320
G1900090,US19009,Iowa,Audubon County,9595,8559,7334,6830,6119,5674,3147,3192,2936,2773,2617,2498
G1900110,US19011,Iowa,Benton County,22885,23649,22429,25308,26076,25575,7357,8561,8518,9746,10302,10282
G1900130,US19013,Iowa,Black Hawk County,132916,137961,123798,128012,131090,131144,39638,48205,46932,49683,52470,54223
G1900150,US19015,Iowa,Boone County,26470,26184,25186,26224,26306,26715,8649,9731,9827,10374,10728,10981
G1900170,US19017,Iowa,Bremer County,22737,24820,22813,23325,24276,24988,6861,8454,8394,8860,9385,9646
G1900190,US19019,Iowa,Buchanan County,21746,22900,20844,21093,20958,20565,6355,7672,7506,7933,8161,8198
G1900210,US19021,Iowa,Buena Vista County,20693,20774,19965,20411,20260,20823,6789,7673,7515,7499,7522,7447
G1900230,US19023,Iowa,Butler County,16953,17668,15731,15305,14867,14334,5520,6356,6036,6175,6120,5992
G1900250,US19025,Iowa,Calhoun County,14287,13542,11508,11115,9670,9927,4826,5113,4684,4513,4242,4070
G1900270,US19027,Iowa,Carroll County,22912,22951,21423,21421,20816,20760,6780,7869,7964,8486,8683,8764
G1900290,US19029,Iowa,Cass County,17007,16932,15128,14684,13956,13127,5933,6524,6177,6120,5980,5818
G1900310,US19031,Iowa,Cedar County,17655,18635,17381,18187,18499,18505,5661,6771,6684,7147,7511,7594
G1900330,US19033,Iowa,Cerro Gordo County,49335,48458,46733,46447,44151,43127,16279,18694,19061,19374,19350,19224
G1900350,US19035,Iowa,Cherokee County,17269,16238,14098,13035,12072,11658,5497,5999,5514,5378,5207,5008
G1900370,US19037,Iowa,Chickasaw County,14969,15437,13295,13095,12439,12012,4498,5359,5040,5192,5204,5022
G1900390,US19039,Iowa,Clarke County,7581,8612,8287,9133,9286,9748,2706,3356,3343,3584,3701,3871
G1900410,US19041,Iowa,Clay County,18464,19576,17585,17372,16667,16384,6096,7377,7074,7259,7282,7222
G1900430,US19043,Iowa,Clayton County,20606,21098,19054,18678,18129,17043,6552,7487,7218,7375,7599,7315
G1900450,US19045,Iowa,Clinton County,56749,57122,51040,50149,49116,46460,17707,20345,19757,20105,20223,19483
G1900470,US19047,Iowa,Crawford County,18780,18935,16775,16942,17096,16525,6031,6661,6397,6441,6413,6255
G1900490,US19049,Iowa,Dallas County,26085,29513,29755,40750,66135,99678,8603,10688,11204,15584,25240,38291
G1900510,US19051,Iowa,Davis County,8207,9104,8312,8541,8753,9110,2791,3278,3093,3207,3201,3258
G1900530,US19053,Iowa,Decatur County,9737,9794,8338,8689,8457,7645,3198,3458,3207,3337,3223,2986
G1900550,US19055,Iowa,Delaware County,18770,18933,18035,18404,17764,17488,5327,6219,6389,6834,7062,7141
G1900570,US19057,Iowa,Des Moines County,46982,46203,42614,42351,40325,38910,15693,17350,16874,17270,17003,16751
G1900590,US19059,Iowa,Dickinson County,12565,15629,14909,16424,16667,17703,4335,6033,6160,7103,7554,7976
G1900610,US19061,Iowa,Dubuque County,90609,93745,86403,89143,93653,99266,24279,30021,30799,33690,36815,39891
G1900630,US19063,Iowa,Emmet County,14009,13336,11569,11027,10302,9388,4325,4844,4461,4450,4236,3972
G1900650,US19065,Iowa,Fayette County,26898,25488,21843,22008,20880,19509,8364,9093,8490,8778,8634,8174
G1900670,US19067,Iowa,Floyd County,19860,19597,17058,16900,16303,15627,6392,7084,6721,6828,6886,6674
G1900690,US19069,Iowa,Franklin County,13255,13036,11364,10704,10680,10019,4571,5010,4579,4356,4332,4141
G1900710,US19071,Iowa,Fremont County,9282,9401,8226,8010,7441,6605,3237,3588,3217,3199,3064,2720
G1900730,US19073,Iowa,Greene County,12716,12119,10045,10366,9336,8771,4403,4682,4195,4205,3996,3802
G1900750,US19075,Iowa,Grundy County,14119,14366,12029,12369,12453,12329,4653,5228,4776,4984,5131,5069
G1900770,US19077,Iowa,Guthrie County,12243,11983,10935,11353,10954,10623,4224,4572,4407,4641,4544,4529
G1900790,US19079,Iowa,Hamilton County,18383,17862,16071,16438,15673,15039,6159,6623,6358,6692,6540,6283
G1900810,US19081,Iowa,Hancock County,13227,13833,12638,12100,11341,10795,4339,5002,4867,4795,4741,4585
G1900830,US19083,Iowa,Hardin County,22248,21776,19094,18812,17534,16878,7458,8161,7611,7628,7296,7070
G1900850,US19085,Iowa,Harrison County,16240,16348,14730,15666,14928,14582,5415,5957,5656,6115,5987,5951
G1900870,US19087,Iowa,Henry County,18114,18890,19226,20336,20145,20482,5917,6707,7089,7626,7666,7746
G1900890,US19089,Iowa,Howard County,11442,11114,9809,9932,9566,9469,3627,4012,3856,3974,3944,3945
G1900910,US19091,Iowa,Humboldt County,12519,12246,10756,10381,9815,9597,4002,4620,4339,4295,4209,4073
G1900930,US19093,Iowa,Ida County,9190,8908,8365,7837,7089,7005,3031,3369,3222,3213,3052,2940
G1900950,US19095,Iowa,Iowa County,15419,15429,14630,15671,16355,16662,4965,5598,5713,6163,6677,6811
G1900970,US19097,Iowa,Jackson County,20839,22503,19950,20296,19848,19485,6270,7632,7527,8078,8289,8305
G1900990,US19099,Iowa,Jasper County,35425,36425,34795,37213,36842,37813,11609,13564,13632,14689,14806,14994
G1901010,US19101,Iowa,Jefferson County,15774,16316,16310,16181,16843,15663,5257,5716,6309,6649,6846,6902
G1901030,US19103,Iowa,Johnson County,72127,81717,96119,111006,130882,152854,22491,30220,36067,44080,52715,61335
G1901050,US19105,Iowa,Jones County,19868,20401,19444,20221,20638,20646,5949,6931,6917,7560,8181,8113
G1901070,US19107,Iowa,Keokuk County,13943,12921,11624,11400,10511,10033,4695,4884,4573,4586,4408,4174
G1901090,US19109,Iowa,Kossuth County,22937,21891,18591,17163,15543,14828,6926,7806,7194,6974,6697,6438
G1901110,US19111,Iowa,Lee County,42996,43106,38687,38052,35862,33555,13953,15618,14936,15161,14610,14036
G1901130,US19113,Iowa,Linn County,163213,169775,168767,191701,211226,230299,50855,61770,65501,76753,86134,94751
G1901150,US19115,Iowa,Louisa County,10682,12055,11592,12183,11387,10837,3456,4218,4296,4519,4346,4180
G1901170,US19117,Iowa,Lucas County,10163,10313,9070,9422,8898,8634,3582,4045,3766,3811,3689,3608
G1901190,US19119,Iowa,Lyon County,13340,12896,11952,11763,11581,11934,4090,4488,4289,4428,4442,4466
G1901210,US19121,Iowa,Madison County,11558,12597,12483,14019,15679,16548,3963,4575,4715,5326,6025,6436
G1901230,US19123,Iowa,Mahaska County,22177,22867,21522,22335,22381,22190,7543,8611,8306,8880,8975,8799
G1901250,US19125,Iowa,Marion County,26352,29669,30001,32052,33309,33414,8130,10322,10815,12017,12723,13145
G1901270,US19127,Iowa,Marshall County,41076,41652,38276,39311,40648,40105,13286,15410,14890,15338,15538,15358
G1901290,US19129,Iowa,Mills County,11606,13406,13202,14547,15059,14484,3657,4537,4665,5324,5605,5512
G1901310,US19131,Iowa,Mitchell County,13108,12329,10928,10874,10776,10565,4038,4432,4253,4294,4395,4382
G1901330,US19133,Iowa,Monona County,12069,11692,10034,10020,9243,8751,4133,4468,4098,4211,4050,3839
G1901350,US19135,Iowa,Monroe County,9357,9209,8114,8016,7970,7577,3168,3510,3196,3228,3213,3116
G1901370,US19137,Iowa,Montgomery County,12781,13413,12076,11771,10740,10330,4621,5270,4955,4886,4558,4456
G1901390,US19139,Iowa,Muscatine County,37181,40436,39907,41722,42745,43235,11840,14214,14806,15847,16412,16908
G1901410,US19141,Iowa,O'Brien County,17522,16972,15444,15102,14398,14182,5669,6254,5980,6001,6069,5861
G1901430,US19143,Iowa,Osceola County,8555,8371,7267,7003,6462,6192,2738,3050,2817,2778,2682,2599
G1901450,US19145,Iowa,Page County,18507,19063,16870,16976,15932,15211,6571,7317,6687,6708,6393,6212
G1901470,US19147,Iowa,Palo Alto County,13289,12721,10669,10147,9421,8996,4098,4624,4183,4119,3994,3831
G1901490,US19149,Iowa,Plymouth County,24312,24743,23388,24849,24986,25698,7167,8425,8417,9372,9875,10171
G1901510,US19151,Iowa,Pocahontas County,12729,11369,9525,8662,7310,7078,4066,4270,3820,3617,3233,3090
G1901530,US19153,Iowa,Polk County,286101,303170,327140,374601,430640,492401,93415,114817,129237,149112,170197,196891
G1901550,US19155,Iowa,Pottawattamie County,86991,86561,82628,87704,93158,93667,26776,30803,31262,33844,36775,37284
G1901570,US19157,Iowa,Poweshiek County,18803,19306,19033,18815,18914,18662,5969,6865,7158,7398,7555,7536
G1901590,US19159,Iowa,Ringgold County,6373,6112,5420,5469,5131,4663,2306,2409,2218,2245,2047,1945
G1901610,US19161,Iowa,Sac County,15573,14118,12324,11529,10350,9814,5080,5353,4914,4746,4482,4273
G1901630,US19163,Iowa,Scott County,142687,160022,150979,158668,165224,174669,44022,56677,57438,62334,66765,71628
G1901650,US19165,Iowa,Shelby County,15528,15043,13230,13173,12167,11746,4631,5218,5024,5173,5085,4981
G1901670,US19167,Iowa,Sioux County,27996,30813,29903,31589,33704,35872,8030,9915,9925,10693,11584,12202
G1901690,US19169,Iowa,Story County,62783,72326,74252,79981,89542,98537,18296,23665,25941,29383,34736,38273
G1901710,US19171,Iowa,Tama County,20147,19533,17419,18103,17767,17135,6553,7086,6768,7018,6947,6784
G1901730,US19173,Iowa,Taylor County,8790,8353,7114,6958,6317,5896,3223,3284,2859,2824,2679,2506
G1901750,US19175,Iowa,Union County,13557,13858,12750,12309,12534,12138,4774,5314,5173,5242,5271,5169
G1901770,US19177,Iowa,Van Buren County,8643,8626,7676,7809,7570,7203,3025,3195,3056,3181,3108,2984
G1901790,US19179,Iowa,Wapello County,42149,40241,35687,36051,35625,35437,14352,15436,14555,14784,14552,14167
